1	0	1033658	0
1	0	1033958	0
1	0	1034932	0
1	0	1034982	0
1	0	1035890	0
1	0	1036421	0
1	0	1036599	0
1	0	1036765	0
1	0	1036894	0
1	0	1037001	0
1	0	1037069	0
1	0	1043897	0
1	0	1044014	0
1	0	1044051	0
1	0	1044089	0
1	0	1044223	0
1	0	1044649	0
1	0	1065010	0
1	0	1065094	0
1	0	1081442	0
1	0	1082070	0
1	0	1082445	0
1	0	1082486	0
1	0	1087222	0
1	0	1087851	0
1	0	1088250	0
1	0	1097737	0
1	0	1097744	0
1	0	1112595	0
1	0	1112600	0
1	0	1139167	0
1	0	1145137	0
1	0	1151650	0
1	0	1156894	0
1	0	1166571	0
1	0	1173116	0
1	0	1180830	0
1	0	1185558	0
1	0	1201136	2
1	0	1208953	0
1	0	1236944	2
1	0	1240772	0
1	0	1241467	0
1	0	1253515	0
1	0	1257428	0
1	0	1257451	0
1	0	1257602	0
1	0	1269455	0
1	0	1274327	0
1	0	1277832	0
1	0	1277845	0
1	0	1277865	0
1	0	1289285	0
1	0	1291370	0
1	0	1298305	0
1	0	130966	2
1	0	1310515	0
1	0	1316875	0
1	0	1318493	0
1	0	1323303	0
1	0	1323317	0
1	0	1325039	0
1	0	1326214	0
1	0	1326224	0
1	0	1327708	0
1	0	1342636	0
1	0	1352387	0
1	0	1373626	0
1	0	1379641	0
1	0	1382225	0
1	0	140012	0
1	0	1402267	2
1	0	1402280	1
1	0	1413531	0
1	0	1413554	0
1	0	1413557	0
1	0	1420300	0
1	0	1456962	0
1	0	1459121	0
1	0	1459915	0
1	0	1462991	0
1	0	1464150	0
1	0	1464384	0
1	0	1469946	0
1	0	1471802	0
1	0	1475887	2
1	0	149403	0
1	0	1513152	0
1	0	1513523	0
1	0	1526441	0
1	0	1543628	0
1	0	1544332	0
1	0	1550946	0
1	0	1552052	0
1	0	155634	2
1	0	1559601	2
1	0	1559700	0
1	0	1562443	0
1	0	1564027	0
1	0	1564030	0
1	0	1568101	0
1	0	1570135	0
1	0	1574302	0
1	0	1586195	0
1	0	1592293	0
1	0	1609124	0
1	0	1617089	0
1	0	1626475	0
1	0	1636717	0
1	0	1654167	0
1	0	1693563	0
1	0	1698479	0
1	0	1702343	0
1	0	1761145	0
1	0	1761892	0
1	0	1764004	0
1	0	1764009	0
1	0	1764014	0
1	0	1779773	0
1	0	1780264	0
1	0	1781429	0
1	0	1784684	0
1	0	1797157	0
1	0	1800846	0
1	0	1805051	0
1	0	1824728	0
1	0	1824731	0
1	0	1824760	0
1	0	1829155	0
1	0	183865	0
1	0	184375	0
1	0	1852545	0
1	0	1852908	0
1	0	1855694	0
1	0	1877876	0
1	0	1891107	0
1	0	1894829	0
1	0	1913172	0
1	0	1936305	0
1	0	1939729	0
1	0	1942180	0
1	0	194431	0
1	0	1950216	0
1	0	1963453	0
1	0	1973079	0
1	0	1994002	0
1	0	2007551	0
1	0	2008559	0
1	0	2009807	0
1	0	2010485	0
1	0	2011200	0
1	0	2014751	0
1	0	2014769	0
1	0	2034557	0
1	0	2034563	0
1	0	2039853	0
1	0	2040193	0
1	0	2045657	0
1	0	2050010	0
1	0	2050631	0
1	0	2051073	0
1	0	2051084	0
1	0	2051298	0
1	0	2072948	2
1	0	2094711	0
1	0	2096525	0
1	0	2096713	0
1	0	2125381	0
1	0	2125482	0
1	0	2128336	0
1	0	2128340	0
1	0	2128568	0
1	0	2129146	0
1	0	2131483	0
1	0	2132125	0
1	0	2133624	0
1	0	2137240	0
1	0	2174449	0
1	0	2174925	0
1	0	2222670	0
1	0	2232040	0
1	0	2245957	0
1	0	2246105	0
1	0	2253520	0
1	0	2254639	0
1	0	2267791	1
1	0	2270358	2
1	0	2275741	0
1	0	2275746	2
1	0	2276474	0
1	0	2277439	0
1	0	2288610	0
1	0	2291324	0
1	0	2315652	2
1	0	2323485	0
1	0	2329734	0
1	0	2329859	0
1	0	2335113	0
1	0	2363724	0
1	0	2366049	0
1	0	2366074	0
1	0	2377075	0
1	0	2377328	0
1	0	2384760	0
1	0	2385369	0
1	0	2385553	0
1	0	2385640	0
1	0	2385755	0
1	0	2385924	0
1	0	2385997	0
1	0	2386025	0
1	0	2387304	0
1	0	239962	0
1	0	2412892	0
1	0	2416450	0
1	0	2426819	0
1	0	2429898	1
1	0	2438319	2
1	0	2440371	0
1	0	2442763	0
1	0	2442836	0
1	0	2447981	0
1	0	2448026	0
1	0	2448042	0
1	0	2448226	0
1	0	2448334	0
1	0	2448567	0
1	0	2449073	0
1	0	2449084	0
1	0	2449241	0
1	0	2464759	0
1	0	2478840	0
1	0	2479219	0
1	0	2479348	0
1	0	2480047	0
1	0	2490681	2
1	0	2491616	0
1	0	2494512	0
1	0	2494540	2
1	0	2496697	0
1	0	2503962	2
1	0	2515411	0
1	0	2515887	0
1	0	2518510	0
1	0	2518511	0
1	0	2522257	0
1	0	2526437	0
1	0	2531092	0
1	0	2531110	0
1	0	2531170	0
1	0	2533016	0
1	0	2536545	0
1	0	2542373	0
1	0	2546416	0
1	0	2547889	0
1	0	2553061	2
1	0	2556664	0
1	0	2556675	0
1	0	2570419	0
1	0	2570577	0
1	0	2571038	0
1	0	2572041	0
1	0	2575206	0
1	0	2576186	0
1	0	2577653	0
1	0	2579032	0
1	0	2582336	0
1	0	2584072	0
1	0	2584632	0
1	0	2584645	0
1	0	2587466	0
1	0	2589163	0
1	0	2592264	0
1	0	2595308	0
1	0	2595498	0
1	0	2596106	0
1	0	2596107	0
1	0	2599899	1
1	0	2601772	0
1	0	2602994	2
1	0	2605324	0
1	0	2606321	0
1	0	2613580	0
1	0	2613589	0
1	0	2615347	0
1	0	2615786	0
1	0	2628138	0
1	0	2628943	0
1	0	2629968	0
1	0	2630954	0
1	0	2631458	0
1	0	2631532	0
1	0	2633086	0
1	0	2633177	0
1	0	2633274	0
1	0	2635122	1
1	0	2635975	0
1	0	2636749	0
1	0	2639563	0
1	0	2640148	0
1	0	2642787	0
1	0	2642791	0
1	0	2644593	0
1	0	2646042	0
1	0	2646693	1
1	0	2647913	0
1	0	2651103	0
1	0	2653043	2
1	0	2657236	0
1	0	2657246	0
1	0	2657286	0
1	0	2660446	0
1	0	2660448	0
1	0	2661253	0
1	0	2665694	0
1	0	2666450	0
1	0	2668594	2
1	0	2669860	0
1	0	2670825	0
1	0	2671102	0
1	0	2671108	0
1	0	2671488	0
1	0	2672159	2
1	0	2672237	2
1	0	2672240	2
1	0	2672280	0
1	0	2672467	2
1	0	2672800	0
1	0	2678708	0
1	0	2678974	0
1	0	2683640	0
1	0	2684210	0
1	0	2684533	0
1	0	2687807	0
1	0	2688345	0
1	0	2689449	0
1	0	2691517	0
1	0	2693660	0
1	0	2694324	0
1	0	2698143	0
1	0	2699957	0
1	0	2700440	0
1	0	2700483	0
1	0	2700584	0
1	0	2700591	0
1	0	270093	0
1	0	2702883	0
1	0	270692	0
1	0	270696	0
1	0	2710446	0
1	0	2711952	0
1	0	2713886	0
1	0	2714572	0
1	0	2718880	0
1	0	2720838	0
1	0	2721934	0
1	0	2723097	0
1	0	2723098	0
1	0	2726481	0
1	0	2726493	0
1	0	2726500	0
1	0	2726538	0
1	0	2727312	0
1	0	2729302	0
1	0	2729419	1
1	0	2731044	0
1	0	2734055	0
1	0	2737775	1
1	0	2738308	0
1	0	2739458	0
1	0	2740026	0
1	0	2740033	0
1	0	2740076	0
1	0	2740261	0
1	0	2740271	0
1	0	2740317	0
1	0	2745530	0
1	0	2750224	0
1	0	2752757	2
1	0	2752759	0
1	0	2755748	0
1	0	2758336	0
1	0	2758876	2
1	0	2760694	0
1	0	2762955	0
1	0	2766904	0
1	0	2767138	0
